tweet|reason
hattımı tasımak istedigim turkcellin mobil uygulamasına girdim yeni sim kartımı aktifle bolumunden gecisi tamamlamak istedim uygulama kimlik kartımı tarıyor islem tamamlanıyor dedikten uzgunuz anda isleminizi gerceklestiremiyoruz lutfen tekrar deneyin hatası veriyor dun ogleden aradım geri donus yapılacak dendi tekrar aradım yeniden not dustuler kullandıgım hattın tarifesi yenilenecek hala turkcellden bir cozum gelmedi problemin ivedilikle cozulmesini rica ederim|uygulama
den mesaj geldi iptalini istiyorum anlamadıgım icerikte bir mesaj iptal islemini yapabilirsiniz tesekkur ederim iptal ettiginizde anlayabiliriz konuda yardımcı olursanız sevinirim donus yapabilir misiniz icerik harflerden olusmakta acil cevap bekliyorum|diğer
telefon ayarlarında telefonumdan numaraya yonlendirme yapılmıs gorunuyor iptal etmek islem yaptım fotograftaki gorsel karsıma cıkıyor musteri hizmetlerini aradım iptal gerekli mesaj islemini yaptım donup tekrar telefonumu inceledigimde aynı numaraya yonlendirme duruyor sorunuma cozum olusmamıstır bilgilerimin konusunda supheli tereddutteyim bir ihlalde sorumluluk kabul etmeyecegim|diğer
turkcellin son faturalandırma tarihinde paycell adı altında liralık bir harcama yapıldıgı goruluyor faturalandırılan internet oyun sitesi alakam yok onayın verildigi tarihte yeni ameliyattan cıkmıstım musteri iliskilerini aradıgımda basit yapay zekayla konusuyormuscasına standart cumleler tekrar edilerek sorunla ilerleme saglanamadı vermedigim onayla yapmadıgım islem odersin odersin deniliyor|fatura
turkcellden hafta yeni hat aldım tl kusuratlı istanbulda yasıyorum hayatımda gitmedigim kocarlı belediyesinden olum taziye smsleri alıyorum musteri hizmetlerini aradım mudahale edemiyoruz dedi ekledi devletten girin kapatın belediyeyi arayalım kardes hattın yeni sahibi bir mesaj atma diyelim turkcell hay yeni satacagınız numaranın hizmetin ben|diğer
yurt dısına cıkmamama tarafıma tl tyg adı altında fatura eklemesi yapılmıs bir onay alındı bilgim var sasırmıyorum tarz durumlara turkcell dedigin an koklu bir firmanın surekli surpriz fatura karsılaması hikmetse alıskanlık haline geldi durumun iptalini talep ediyorum sacma is boyle|fatura
yeni bir hat aldım goz onunde bulundurmak istemesem baskasının trafik sigorta bilgileri fatura bilgileri mesaj olarak yeni aldıgım hattıma geliyor sinir bozucu guvenlik acıgı olusturuyor turkcellden rica ediyorum duzeltin|fatura
turkcell hattımı tlye kullanıyorken taahhudum bittigi tlye yukseltti bir hat uzerine zam olabilir mi operatorlerin anlasmıs yuksek tarifeler ucuk rakamlar sunuyor bunlara yetkililerin dur demesi gerekiyor|diğer
turkcell financellde kullanabilecegim tl kredi hakkım varken trendyol uzerinden alısveris saglayamıyorum odemelerim duzenli fatura kesilir kesilmez oduyorum magduriyetimin giderilmesini talep ediyorum kendine tarz seylerin oldugunu yerden ogrenemedim|fatura
merhabalar turkcell faturalı hat sahibiyim faturam yenilendikten gun gb yakın internet kullandıgım iddia edilerek yaklasık tl lik fatura kitlendi aradıgımda youtubecom izlemissiniz diyor gb gun boyunca herhalde acık bırakmam gerekirdi yapabilirim diyorum yapılacak deniliyor kısa zamanda operatore gececegim turkcell pismanlık oldu icin|fatura
turkcell yeter artık son odemesi haziran olan faturama gecikme bedeli yansıtılmıs ay farklı bir tutar odemekten sıkıldım almıs oldugum paketin sabit bir ucret olmasına sacma sapan odemeler eklenmeye basladı yıldır turkcell kullanıyorum son ayda odedigim ucretler bilgim dısında odemeye mecbur bırakılıyorum hatadan bir an donulmesini talep ediyorum basta dedigim gibi son odeme tarihi gelmeyen bir faturaya gecikme bedeli uygulanıyor bir acıklama bekliyorum|fatura
esimin vefatı taksitli sigortalı olarak satın aldıgı adet urunle wiyo sigorta kanalı kalan borcları kapattı hattı kapatmam turkcell abone merkezine gittigimde hala borc taksiti gorunuyor vefat sonrası odemis oldugum adet fatura bedelinin tarafıma odenmesi muracaat etmeme haftadır bekletiliyorum financelle ait numaralı telefonu aramama sesli komutla yonlendirildigimde tusa bastıgımda musteri temsilcisi gorusmek sıfır tusuna bastıgımda otomatik olarak gorusmeyi sonlandırıyor islemi yapmama sonuc alamadım wiyo sigorta sirketinin borcu kapamasına financell turkcell firmasına bilgi akısı hala borc gozukuyor hattı kapatamıyorum haftadır stres sıkıntı sahibi yaptılar borc kapanıyor bankadan otomatik olarak kesinti devam ediyor elden yaptıgım odemenin iadesi haftadır yapılamıyor bir sistem kurdunuz insanların problemlerini cozmemek ugrastırmak elinizden geleni yapıyorsunuz uzun surer bir islem insanı zorla yasal yollara tuketici hakem heyetlerine gitmeye zorluyorsunuz|fatura
basın kartı sahibiyim basın sahibi bir arkadasımdan turkcellin basın personeline yonelik tarifesi oldugunu duydum internetten arastırdım sayfasında bir tarife var gorunuyor li numaradan turkcellin musteri hizmetlerini aradım basın tarifesine gecebilecegimi sordum musteri hizmetleri bayilerden bilgi alabilecegimi basvuruyu bayiden yapmam gerektigini soyledi uzerine bayiye gittim bayi bir tarifeden haberleri olmadıgını soyledi li numara irtibata gecin kurumsal subeler gorusun denildi yakın kurumsal subeye gittim durumu izah ettim kurumsal subede tarife hakkında bilgisi olmadıgını sistemlerde bir tarife gorunmedigini soylediler turkcell yetkililerine sesleniyorum basın tarifeniz var mı varsa tarifeye basvurabilirim bilgi verirseniz sevinirim simdiden tesekkurler|çağrı merkezi yetkinlik
turkcellin surekli kota asımı onumuze koydugu faturalardan sıkıldık paket alıyoruz surayı astınız parası ekstra hat tasıma konusma iletisime gecme sacma secenekler cıkarıyorsunuz sorgulamıyoruz nasılsa lutfen ucuzluk istiyoruz mecburi kullanıyoruz insanları magdur etmeyi bırakın|fatura
merhabalar tarihinde bir anda telefonda sebeke yok uyarısı geldi dunden arama aranma problemi yasıyorum telefon hattım yeni bir telefondan hattımı kontrol ettim aynı sorun devam ediyor musteri hizmetlerine durumu aktardık arıza kaydı olusturuldu sorun hala devam ediyor bir turlu cozemediler geri donus yapmadılar|diğer
kısa bir sure uzmet insan kaynakları firması olarak turkcell esirketim programını kullanmak satın aldık kullanmaya baslamadan uygun olmadıgını fark ettik satıs danısmanımızın eksik bilgi verdigi caymak istedigimizi belirttik bize cıkan odemeyi odedikten kapama islemlerini yapacaklarını soylediler odemeyi yılının basında yaptık aydır kapama islemlerimiz yapılmıyor irtibat kuracak bulamıyoruz basit bir kapama islemi ugrastırıyorlar acilen firmamızın kapama islemlerinin yapılmasını talep ediyorum|diğer
esimin koyune baz istasyonu kurulması gerektigini dusunuyorum koy muhtarı ihtiyar heyeti uygun alanlar oldugunu belirtti koyde telefon cekmiyor nufuslu bir koy insanlar magdur balıkesirkepsuthotaslar koyu ilgilenmenizi rica ederim|diğer
turkcell kullanıcısı olarak yazıyorum mayıs ayında taahhutlu sozlesmem bitti aynı paketimin tl olacagını soyluyorlar kullandıgım tarife vergiler tl fahis fiyat artısı olabiliyor ustelik enflasyon yukselmemisken sikayetimin turkcell yetkilileri cozulmesini istiyorum|diğer
tarihli turkcell bir icralık durumum olmustu avukatlıga vermis oldukları avukat milyar tllik bir ucret aldı hafif kurusluk bir ucret kaldıgı avukat dosyayı kapatmamıs arıyor turkcell bilgilendiriyor bankaya gittigimde icralık durumu ta gittigimde modem cihaz alacagım zaman icra oldugunu soyluyorlar turkcelli arıyorum sacma sapan numaralar veriyorlar verdikleri avukat telefon numaralarına cevap vermiyor abone merkezine gidiyorum abone merkezi destek olmuyor turkcell cozemeyecekse direkt savcılıga suc duyurusunda bulunacagım avukat turkcell konusunda gerekeni yapacagım savcılıga anayasa mahkemesine gidecegim lutfen magdur ettiniz|diğer
turkcell hattı kapanmamıs bir numarayı sattı tanımadıgım insanlardan mesaj alıyorum iki gun uzerime yeni hat almak istedim bir turkcell bayisine gittim sonrasında hattın bir onceki sahibinden fatura odeme mesaj bilgileri geldi tanımadıgım farklı insanlar mesaj atıyor sikayetci oluyorum hakkımı savunuyorum yapabilecegimiz bir hat iptal edilmediyse dedi musteri hizmetleri iptal edilmeyen hat satılmaz dendi bugun bayide numaralar sene bekletilir diyor bir musteri temsilcisi sene diyor farklı farklı konusuyorlar yaptıklarını anlamıs degilim sekilde mesajlar almak istemiyorum eski para oduyorum an lutfen isinizi yapın turkcelli deneyimden bir tercih etmeyecegim olayı anlatacagım tanıdıklarıma tercih etmemeleri lazım|fatura
turkcell rahat paketlerdeki musteriler faturana yansıt servisinden yararlanamamaktadır bsurekli geliyor rahatsız ediyor duzeltir misiniz turkcell rahat paketlerdeki musteriler faturana yansıt servisinden yararlanamamaktadır bsurekli geliyor ediyor duzeltir misiniz|fatura
turkcell kickcom surekli donuyor bir yoktu internet mbps olmasına surekli donuyor keyif yayın izleyemiyoruz kiside aynı sorun varmıs internete sahip arkadasımda bir sorun kalitede izleyebiliyoruz lutfen sorunu duzeltin turkcell|diğer
turkcellden numara tasıma islemi gerceklestirdim tarihinde saat te hattımın acılacagına bir mesaj aldım hattım hala aktif hale gelmedi konuyla musteri hizmetleriyle gorustum saat olmasına bir sinyal alamadım cozume ulasılamıyor|mnp
operator degisikligi yapmak istedigimde online uygulamadan paketimin bir cayma ucreti olmadıgını gordugum halde cagrı merkezini arayarak sordum musteri temsilcisi evet cayma bedeli yansımayacak dedi sordum hepsinde aynı cevabı aldım tarafıma cayma bedeli yansıtılmıstır hukuki haklarımı arayacagım|çağrı merkezi yetkinlik
turkcell kullanmadıgım vergi borclarının faturama yansıtıldıgını fark ettim durumdan magdur oldugumu dusunuyorum haksız yere yapılan tahsilatın duzeltilmesi hukuki yollara basvurmayı dusunuyorum sozlesmemin sona ermesinin ardından faturasız gecis yaptım kullanmadıgım vergilerin tahsil edildigini gordum ucretlerin odenmemesi konusunda ısrarcıyım yonelik haksız bir dava tehdidi karsı karsıya kaldıgımı belirtmek isterim ayrıca gecmiste deprem zamanında yapılan bagıslar konusunda seffaflık bekliyorum bagısların kullanıldıgını merak ediyorum|fatura
ankara altındag yeniyol uzerindeki turkcell bayisinde turk telekom data hattımı turkcell ses hattına cevirmek talepte bulundum operator degisikligi yapıldı hat acıldıktan gun gelin ses hattınızı tanımlayalım bilgi verildi hat acıldıktan gittim ses hattına ceviremiyoruz yanlıslık yapmısız denilmedi bos yere hattım tasınmıs oldu an hattı sekilde kullanamıyorum|diğer
turkcell numaralı hattıma tl yukledim bir hafta olmadan bitti hafta dolmadan kontor yuklemek zorunda kaldım hakkımı kullanmak istiyorum numaradan ulasabilirsiniz parayı kolay kazanmıyorum sikayetciyim zor durumda bıraktınız|diğer
sayın firma senelerdir abonenizim yenileme donemim geldiginde karsılastıgım fiyat karsısında sok oldum aylık tl bir fiyat belirlenmis efendim rakam yuksektir enflasyon ortamında devlet elinden geleni yaparken kurum olarak varlık fonuna baglı oldugunuzu dusunerek rakamlarla abone kalmak mumkun degil cimere cumhurbaskanlıgına yazacagım ricam lutfen rakamları dusurun saygılarımla|diğer
turkcell youtubecom hediye paketim olmasına youtubedan bir izlerken hediye paketten harcamak paketimden harcıyor hediye paketten gitmeyecek zaman hediye falan vermeyin sacmalık hediye vermenin anlamı yok gun gecerli bir sacmalık gormedim|diğer
merhaba gunler turkcellden sikayetciyim yaklasık ay once tarihinde tekirdag suleymanpasadaki gunes iletisim turkcell bayisine yeni bir sim kartı almak borcumu odemek gitmistim tlye yeni sim kartı aldım kasaya odeme gectim tl borcum sim kartının ucretini odemek tl para verdim kasiyer hikmetse faturam odenmemis ben durumdan kasiyeri sucluyorum kart odemedigim suclamadan oteye gitmiyor gerekirse polis esliginde gidip kamera kaydını isteyecegim biriken borcum tl idi ay yasal takibe girmis tl olmus odeme durumum olmadıgı odeyemedim kolaylık saglarlarsa odeyebilme sansım olabilir icralık mahkemelik duruma dustum surekli mesajlar alıyorum yabancı numaralar aranıyorum hususta hakikatin ortaya cıkmasını cenderenin sona ermesini istiyorum|fatura
merhaba iki gun turkcellden yeni bir hat aldım whatsapp uygulamasını actıgımda bu numara whatsappta kullanılamaz seklinde bir uyarı aldım whatsapp iletisime gectim bir donus alamadım an magdur durumdayım gerekli yetkili yerlere basvuru yapacagım bilgisi olan yardımcı olabilecek kisiler varsa sevinirim|uygulama
turkcell fatura odeme talimatını bir turlu veremiyoruz bankayı aradık bizde sorun yok dediler turkcell musteri hizmetlerini aradıgımda bankayla gorusun diyorlar bir yetmezmis gibi bir gun fatura odenmedigi hattımız kesildi odeme yapıldıgında tl acmakapama ucreti yansıtılmıs faturaya ucretin yansıtılmasını kabul edilemez buluyorum tuketici hakem heyetine basvurmayı dusunuyorum ailemde uc turkcell hattı bir superonline aboneligi bulunmakta abonelikleri iptal etmeyi dusunuyorum|fatura
ankara nata vega avm calısıyorum avm alt katlarda turkcell cekmiyor musteri hizmetlerini aramama aylardır bir calısma yapmıyorlar gun gectikce cekmeme alanı artıyor bir calısma yapmanız lazım lutfen ilgilenirseniz seviniriz|diğer
yıllardır turkcell kullanıyorum an tl odedigim faturanın tlye cıkacagını soylediler musterinizi surekli magdur etmekten bıkmadınız mı bir operatore gececegim taahhudumu yenilemeyecegim turkcelle gecmek isteyen kimseye onermiyorum hata yaparsınız surekli ugrastırıp yoruyorsunuz insanı|fatura
recom alacak sirket adına turkcell faturasını odemedigimi belirterek surekli telesekreter aramaları mesajlarla rahatsızlık veriyor cozum turkcelli arayıp durumu anlattım rahatsız edilmeye devam ediyorum recom firmasının rahatsız etmesinden bıktım adım degilrecom alacak adına gonderdigi bu numaraya ait fatura odenmedi mesajını almak istemiyorum gereginin yapılmasını talep ediyorum calısmalar|fatura
uzun suredir turkcell kullanıcısıyım son dort aydır aylık kullanımım bitmeden faturam yenilenmeden hat kapamaacma ucreti gec tahsilat bedeli alınıyor gercekten inanılmaz bir durum kısa zamanda hattımı degistirecegim fatura tutarım ek ucret oduyorum|fatura
turkcellin haksız para talebi ikinci hat olarak almıs oldugum turkcell hattı onceki sahibi sebebiyle uygulamalar uzerinde adıma hesap olusturamama problemi sebebiyle iptal etme kararı aldım kullanmakta oldugum telefon bozuldu yeni telefon alana taahhut surem bir ay gectigi ortalama tl odedigim faturaya tl fiyat cıkardılar ustelik telefonum bozuldugu iki aydır hattı kullanmıyorum bile|fatura
kargo takibi sayfasında kontrol yaparken qnb finansbank kartımdan iznim olmadan onayım olmadan para cekildigini tespit ettim uygulamanın adı param shopier bin tl harcama gorunuyor kesinlikle onayım olmadan yapılmıstır geri donus para iadesi bekliyorum gerekli yerlere basvuru yapacagım tuketici olarak bir magduriyet yasamak istemiyorum geri donus talep ediyorum izinsiz cekilen musterinin onayı olmadan kesilen ucretin geri donusunun yapılması gerekmektedir islem bilgisi olarak turkcell paycell den cekilmis olarak gozukmektedir geri donus para iadesi talep ediyorum|uygulama
internet asımı hakkında bilgilendirilmenin gecikmesi turkcellde ay paket tutarına uygun fatura odeyemedim durumdan memnuniyetsizligimi belirtmek isterim taahhut surem sona erdiginde operator degisikligi yapmayı dusunuyorum|fatura
